Título da classe de terceiro nível / quarto nível;Código;Termo
Reconhecimento da natureza, âmbito e representatividade de entidades;450.10.447;Reconhecimento como sociedade de agricultura de grupo
Reconhecimento da natureza, âmbito e representatividade de entidades;450.10.447;Reconhecimento da natureza a entidade
Reconhecimento da natureza, âmbito e representatividade de entidades;450.10.447;Reconhecimento da natureza agrícola de cooperativas agricolas
Reconhecimento da natureza, âmbito e representatividade de entidades;450.10.447;Reconhecimento de âmbito de atuação de entidade
Reconhecimento da natureza, âmbito e representatividade de entidades;450.10.447;Reconhecimento do caráter representativo de entidade
Credenciação de segurança e acesso;450.10.448;Componente codificada do sistema GALILEO, credenciação de acesso a
Credenciação de segurança e acesso;450.10.448;Credenciação de segurança a entidade
Credenciação de segurança e acesso;450.10.448;Credenciação de segurança a indivíduo
Credenciação de segurança e acesso;450.10.448;Credenciação do Sistema GALILEO
Autorização de introdução de produtos e substâncias no mercado;450.10.640;Alteração aos termos da AIM - Autorização de Introdução no Mercado
Autorização de introdução de produtos e substâncias no mercado;450.10.640;Alteração de marca de tabaco, autorização de
Autorização de introdução de produtos e substâncias no mercado;450.10.640;Autorização de introdução no mercado 
Autorização de introdução de produtos e substâncias no mercado;450.10.640;Autorização de substância química e misturas
Autorização de introdução de produtos e substâncias no mercado;450.10.640;Autorização para comercialização de tabaco
Autorização de introdução de produtos e substâncias no mercado;450.10.640;Autorização para Introdução de medicamento no mercado
Autorização de introdução de produtos e substâncias no mercado;450.10.640;Certificado da AIM - Autorização de Introdução no Mercado, emissão de
Autorização de introdução de produtos e substâncias no mercado;450.10.640;Comercialização de nova marca de tabaco, autorização de
Autorização de introdução de produtos e substâncias no mercado;450.10.640;Comunicação sobre autorização para comercialização de tabaco
Autorização de introdução de produtos e substâncias no mercado;450.10.640;Homologação do preço de venda do tabaco
Autorização de introdução de produtos e substâncias no mercado;450.10.640;Medicamento em forma individualizada, autorização para introdução no mercado de
Autorização de introdução de produtos e substâncias no mercado;450.10.640;Medicamento, autorização para introdução no mercado de
Autorização de introdução de produtos e substâncias no mercado;450.10.640;Preço de venda o tabaco, homologação de
Autorização de introdução de produtos e substâncias no mercado;450.10.640;Produto biocida, autorização para colocação no mercado de
Autorização de introdução de produtos e substâncias no mercado;450.10.640;Registo de medicamento homeopático
Autorização de introdução de produtos e substâncias no mercado;450.10.640;Relatório Periódico de Segurança de produtos e substâncias no mercado
Autorização de introdução de produtos e substâncias no mercado;450.10.640;Renovação da autorização de introdução no mercado 
Autorização de introdução de produtos e substâncias no mercado;450.10.640;Tabaco, autorização para colocação no mercado do
Autorização para atribuição de designação a produtos;450.10.641;Autorização para atribuição da designação de medicamento órfão
Autorização para atribuição de designação a produtos;450.10.641;Designação de medicamento órfão, autorização para
Autorização para atribuição de designação a produtos;450.10.641;Medicamento órfão, autorização para designação de
Autorização de preço de produtos;450.10.643;Autorização de comparticipação de tecnologia de saúde para utilização em ambulatório
Autorização de preço de produtos;450.10.643;Autorização do PVP - preço de venda ao público 
Autorização de preço de produtos;450.10.643;Comparticipação de medicamento 
Autorização de preço de produtos;450.10.643;Comparticipação de tecnologia de saúde para utilização em ambulatório, autorização de 
Autorização de preço de produtos;450.10.643;Comparticipação de tecnologia de saúde para utilização em ambulatório, exclusão da 
Autorização de preço de produtos;450.10.643;Comparticipação de tecnologia de saúde para utilização em ambulatório, prorrogação do prazo de 
Autorização de preço de produtos;450.10.643;Comparticipação de tecnologia de saúde para utilização em ambulatório, transferência da 
Autorização de preço de produtos;450.10.643;Preço de venda ao público, autorização de
Autorização de preço de produtos;450.10.643;Preço de vendo ao público, revisão de
Autorização de preço de produtos;450.10.643;Revisão do preço de venda ao público
Autorização para transação de produtos;450.10.644;Aquisição de armas e munições, autorização para 
Autorização para transação de produtos;450.10.644;Aquisição direta de medicamentos 
Autorização para transação de produtos;450.10.644;Aquisição direta de medicamentos, autorização para
Autorização para transação de produtos;450.10.644;Armas e munições, autorização para aquisição de
Autorização para transação de produtos;450.10.644;Armas e munições, autorização para exportação de
Autorização para transação de produtos;450.10.644;Armas e munições, autorização para importação de
Autorização para transação de produtos;450.10.644;Armas e munições, autorização para transferência de
Autorização para transação de produtos;450.10.644;Autorização de expedição de bem cultural
Autorização para transação de produtos;450.10.644;Autorização de exportação de bem cultural
