Ano do diploma;Tipo de diploma;N.º do diploma;Data do diploma;Título / âmbito do diploma;Link;;
2011;Aviso;16581/2011;25 de agosto;Alteração ao Regulamento de Acesso a Financiamento de Projectos de Investigação Científica e Desenvolvimento Tecnológico.;https://dre.pt/application/file/3122227;;
2011;Despacho;1989/2011;27 de janeiro;Aprova o regulamento de apoios à edição a conceder pelo Instituto Camões, I. P.;https://dre.pt/application/file/2853792;;
2011;Despacho;8783/2011;1 de julho;Aprova o Regulamento do Procedimento de Inspecção da Inspecção-Geral de Educação;http://dre.pt/pdf2sdip/2011/07/125000000/2764427648.pdf;;
2011;Despacho;17067/2011;21 de dezembro;Aprova o esquema de vacinação universal recomendado do Programa Nacional de Vacinação 2012;https://dre.pt/application/file/3647237;;
2011;Despacho Normativo;2/2011;11 de fevereiro;Alteração ao despacho normativo n.º 4-A/2008, de 24 de Janeiro, que fixa a natureza e os limites máximos dos custos considerados elegíveis para efeitos de co-financiamento pelo Fundo Social Europeu;https://dre.pt/application/file/1332392;;
2011;DL;6/2011;10 de janeiro;Adapta o registo das emissões e transferências de poluentes ao regime de prevenção e controlo integrados da poluição, procedendo à primeira alteração ao Decreto-Lei n.º 127/2008, de 21 de Julho;https://dre.pt/application/file/485567;;
2011;DL;23/2011;11 de fevereiro;Assegura a execução das obrigações decorrentes do Regulamento (CE) n.º 765/2008, do Parlamento Europeu e do Conselho, de 9 de Julho, que estabelece os requisitos de acreditação e fiscalização do mercado relativos à comercialização de produtos;https://dre.pt/application/file/279677;;
2011;DL;29-A/2011;1 de março;Estabelece as normas de execução do Orçamento do Estado para 2011;https://dre.pt/application/file/144283;;
2011;DL;42/2011;23 de março;Define um regime transitório do financiamento dos produtos de apoio a pessoas com deficiência e da identificação da lista desses produtos e altera o Decreto-Lei n.º 93/2009, de 16 de Abril, que cria o sistema de atribuição de produtos de apoio a pessoas com deficiência e a pessoas com incapacidade temporária;https://dre.pt/application/file/278778;;
2011;DL;48/2011;1 de abril;Simplifica o regime de exercício de diversas atividades económicas no âmbito da iniciativa «Licenciamento zero»;http://dre.pt/pdf1sdip/2011/04/06500/0188201904.pdf;;
2011;DL;51/2011;11 de abril;"Regulamento Geral dos Estabelecimentos Prisionais, em cumprimento do Código da Execução das Penas e Medidas Privativas da Liberdade
__________________";https://dre.pt/application/file/276761;;
2011;DL;69/2011;15 de junho;Simplifica os regimes de acesso e exercício das atividades de construção, mediação e angariação imobiliária e altera a Lei Orgânica do InCI, I. P., aprovada pelo Decreto-Lei n.º 144/2007, de 27 de Abril;https://dre.pt/application/file/670113;;
2011;DL; 72/2011;16 de junho;Estabelece um regime transitório para o reconhecimento como especialista em física médica e procede à terceira alteração ao Decreto-Lei n.º 180/2002, de 8 de Agosto;https://dre.pt/application/file/670091;;
2011;DL;73/2011;17 de junho;Procede à terceira alteração ao Decreto-Lei n.º 178/2006, de 5 de Setembro, transpõe a Diretiva n.º 2008/98/CE, do Parlamento Europeu e do Conselho, de 19 de Novembro, relativa aos resíduos, e procede à alteração de diversos regimes jurídicos na área dos resíduos;https://dre.pt/application/file/670129;;
2011;DL;79/2011;20 de junho;Estabelece os procedimentos de elaboração de listas e de publicação de informações nos domínios veterinário e zootécnico, aprova diversos regulamentos relativos a condições sanitárias, zootécnicas e de controlo veterinário e transpõe a Diretiva n.º 2008/73/CE, do Conselho, de 15 de Julho;https://dre.pt/application/file/670122;;
2011;DL;84/2011;20 de junho;Procede à simplificação dos regimes jurídicos da deposição de resíduos em aterro, da produção cartográfica e do licenciamento do exercício das atividades de pesquisa e captação de águas subterrâneas, conformando-os com o Decreto-Lei n.º 92/2010, de 26 de Julho, que transpôs para a ordem jurídica interna a Diretiva n.º 2006/123/CE, do Parlamento Europeu e do Conselho, de 12 de Dezembro, relativa aos serviços no mercado interno;http://dre.pt/pdf1sdip/2011/06/11700/0358703595.pdf;;
2011;DL;88/2011;20 de julho;Visa reforçar os requisitos de fundos próprios para a carteira de negociações e para as retitularizações, bem como os poderes do Banco de Portugal em matéria de políticas de remuneração, transpondo a Diretiva n.º 2010/76/UE, do Parlamento Europeu e do Conselho, de 24 de Novembro, que altera as Diretivas n.os 2006/48/CE e 2006/49/CE, procedendo à vigésima terceira alteração ao Regime Geral das Instituições de Crédito e Sociedades Financeiras, à segunda alteração ao Decreto-Lei n.º 104/2007, de 3 de Abril, e à primeira alteração ao Decreto-Lei n.º 103/2007, de 3 de Abril;https://dre.pt/application/file/669423;;
2011;DL;92/2011;27 de julho;Regime jurídico do Sistema de Regulação de Acesso a Profissões (SRAP);https://dre.pt/application/file/669636;;
2011;DL;97/2011;20 de setembro;Transfere a competência da concessão do passaporte comum dos governos civis para o director nacional do Serviço de Estrangeiros e Fronteiras, procedendo à quarta alteração do Decreto-Lei n.º 83/2000, de 11 de Maio, que aprova o regime legal da concessão e emissão do passaporte electrónico português;https://dre.pt/application/file/671129;;
2011;DL;99/2011;28 de setembro;Altera o regime de licenciamento e fiscalização da prestação de serviços e dos estabelecimentos de apoio social, regulado pelo Decreto-Lei n.º 64/2007, de 14 de Março, contemplando os princípios de simplificação e agilização do regime de licenciamento previstos no Decreto-Lei n.º 92/2010, de 26 de Julho, e actualiza as remissões e referências legislativas constantes do Decreto-Lei n.º 64/2007, de 14 de Março;http://dre.pt/pdf1sdip/2011/09/18700/0454604554.pdf;;
2011;DL; 104/2011;6 de outubro;Aprova o regime jurídico da contratação pública nos domínios da defesa e da segurança, transpondo a Diretiva n.º 2009/81/CE, do Parlamento e do Conselho, de 13 de Julho, relativa à coordenação dos processos de adjudicação de determinados contratos de empreitada, contratos de fornecimento e contratos de serviços por autoridades ou entidades adjudicantes nos domínios da defesa e da segurança, e que altera as Diretivas n.os 2004/17/CE e 2004/18/CE;https://dre.pt/application/file/671326;;
2011;DL;107/2011;16 de novembro;Procede à quarta alteração ao Decreto-Lei n.º 214/2008, de 10 de Novembro, que estabelece o regime do exercício da actividade pecuária;http://dre.pt/pdf1sdip/2011/11/22000/0486904871.pdf;;
2011;DL;121/2011;29 de dezembro;Lei orgânica do Ministério dos Negócios Estrangeiros;https://dre.pt/application/file/a/145157;;
2011;Lei;5/2011;2 de março;Lei das Ordens Honoríficas Portuguesas;https://dre.pt/application/file/278790;;
2011;Lei;7/2011;15 de março;Cria o procedimento de mudança de sexo e de nome próprio no registo civil e procede à décima sétima alteração ao Código do Registo Civil;https://dre.pt/application/file/278089;;
2011;Lei;24/2011;16 de junho;Reforça os apoios concedidos aos centros de emprego protegido e às entidades que promovem programas de emprego apoiado (primeira alteração ao Decreto-Lei n.º 290/2009, de 12 de Outubro);https://dre.pt/application/file/670092;;
2011;Lei;36/2011;21 de junho;Estabelece a adopção de normas abertas nos sistemas informáticos do Estado;https://dre.pt/application/file/670380;;
2011;Lei;46/2011;24 de junho;Cria o tribunal de competência especializada para propriedade intelectual e o tribunal de competência especializada para a concorrência,;https://dre.pt/application/file/670463;;
2011;Lei;49/2011;7 de setembro;Aprova uma sobretaxa extraordinária sobre os rendimentos sujeitos a IRS auferidos no ano de 2011, alterando o Código do Imposto sobre o Rendimento das Pessoas Singulares, aprovado pelo Decreto-Lei n.º 442-A/88, de 30 de Novembro;https://dre.pt/application/file/671764;;
2011;Lei;57/2011;28 de novembro;Institui e regula o funcionamento do Sistema de Informação da Organização do Estado (SIOE);https://dre.pt/pdf1sdip/2011/11/22800/0508205084.pdf;;
2011;Lei;60/2011;28 de novembro;Primeira alteração à Lei n.º 2/2008, de 14 de Janeiro, que regula o ingresso nas magistraturas, a formação de magistrados e a natureza, estrutura e funcionamento do Centro de Estudos Judiciários;https://dre.pt/application/file/146149;;
2011;Lei;63/2011;14 de dezembro;Aprova a Lei da Arbitragem Voluntária;https://dre.pt/application/file/145443;;
2011;Lei;64/2011;22 de dezembro;Modifica os procedimentos de recrutamento, seleção e provimento nos cargos de direção superior da Administração Pública, procedendo à quarta alteração à Lei n.º 2/2004, de 15 de Janeiro, que aprova o estatuto do pessoal dirigente dos serviços e organismos da administração central, regional e local do Estado, e à quinta alteração à Lei n.º 4/2004, de 15 de Janeiro, que estabelece os princípios e normas a que deve obedecer a organização da administração direta do Estado;https://dre.pt/application/file/145110;;
2011;Lei;64-B/2011;30 de dezembro;Orçamento do Estado para 2012;https://dre.pt/application/file/243793;;
2011;Portaria;58/2011;28 de janeiro;Primeira alteração à Portaria n.º 985/2009, de 4 de Setembro, que aprova a criação do Programa de Apoio ao Empreendimento e à Criação do Próprio Emprego (PAECPE), a promover e executar pelo Instituto do Emprego e Formação Profissional, I. P., e regula os apoios a conceder no seu âmbito;https://dre.pt/application/file/280088;;
2011;Portaria;66/2011;4 de fevereiro;Define os procedimentos, os elementos e os meios de prova necessários à inscrição, ao enquadramento e ao cumprimento da obrigação contributiva previstos no Decreto Regulamentar n.º 1-A/2011, de 3 de Janeiro;https://dre.pt/application/file/280391;;
2011;Portaria;103/2011;14 de março;Procede à revisão das categorias de bens e serviços cujos acordos quadro e procedimentos de contratação da aquisição são celebrados e conduzidos pela ANCP;https://dre.pt/application/file/278099;;
2011;Portaria;123/11;30 de março;Aprova e pública em anexo o Regulamento de Continências e Honras da PSP e respectivos quadros.;https://dre.pt/application/file/277502;;
2011;Portaria;145-A/2011;6 de abril;Altera a Portaria n.º 83-A/2009, de 22 de Janeiro, que regulamenta a tramitação do procedimento concursal nos termos do n.º 2 do artigo 54.º da Lei n.º 12-A/2008, de 27 de Fevereiro;https://dre.pt/application/file/515337;;
2011;Portaria;164/2011;18 de abril;Segunda alteração à Portaria n.º 128/2009, de 30 de Janeiro, que regula as medidas «Contrato emprego-inserção» e «Contrato emprego-inserção+»;https://dre.pt/application/file/276714;;
2011;Portaria;175/2011;28 de abril;Aprova a tabela de preços a cobrar pela Direcção-Geral de Reinserção Social, pelo Instituto Nacional de Medicina Legal, I. P., e pela Polícia Judiciária por perícias e exames, relatórios, informações sociais, audições e outras diligências ou documentos que lhes forem requeridos ou que por estes venham a ser deferidos a entidades públicas ou privadas;https://dre.pt/application/file/287054;;
2011;Portaria;182/2011;5 de maio;Estabelece os termos da instrução e tramitação dos pedidos de colocação em situação de mobilidade especial, por opção voluntária, e de concessão de licença extraordinária;https://dre.pt/application/file/287008;;
2011;Portaria;245/2011;22 de junho;Determina o envio simultâneo, eletrónico e desmaterializado dos instrumentos de gestão territorial para publicação no DR e depósito na DGT;http://dre.pt/pdf1sdip/2011/06/11900/0372603730.pdf;;
2011;Portaria;255/2011;1 de julho;Aprova o novo modelo do cartão nacional de dador de sangue e revoga a Portaria n.º 790/2001, de 23 de Julho;https://dre.pt/application/file/670617;;
2011;Portaria;262/2011;31 agosto;Estabelece as normas reguladoras das condições de instalação e funcionamento das creches;http://dre.pt/pdf1sdip/2011/08/16700/0433804343.pdf;;
2011;Resolução do Parlamento Europeu;P7_TA(2011)0226;11 de maio;Livro Verde da Comissão intitulado “A proteção das florestas e a informação florestal na UE: preparar as florestas para as alterações climáticas” (2010/2106(INI));http://eur-lex.europa.eu/legal-content/PT/TXT/?qid=1457603168614&uri=CELEX:52011IP0226;;
